Category,Subcategory,Item Name,ItemID,Catalog ID,Contract ID,contract total value,contract start date,contract end date,contract term,PurchaseID,User Name,UserID,Supplier Name,SupplierID,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Country,Contact Number,Email,Rating,Avg Delivery Time,Lead Time,Reliability Score,Description,Specifications
Networking Devices,Switch,TRENDnet TEG-S82g,I139,CAT015,,,,,,PO201,Michael Gomez,US041,"Martinez, Gordon and Allen",SUP055,4/23/2024,5/12/2024,2,282.12,564.24,CC87,GL15900,USD,Cathy Brown,600000,599834.54,Finance,Department Head,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,The TRENDnet TEG-S82g is an unmanaged Gigabit Ethernet switch designed for cost-effective network expansion. It offers reliable connectivity and energy-efficient performance.,"Specs: 8 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play."
Networking Devices,Switch,Ubiquiti UniFi Switch 8,I135,CAT015,,,,,,PO202,Alexandra Perry,US038,"Martinez, Gordon and Allen",SUP055,5/24/2024,6/18/2024,2,300.39,600.78,CC91,GL16300,USD,Grace Moore,5500000,5499895.94,Warehouse,Procurement Manager,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,"The Ubiquiti UniFi Switch 8 is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and seamless integration with the UniFi ecosystem.","Specs: 8 Gigabit Ethernet ports, 4 PoE ports, 124W PoE budget, UniFi controller management, Layer 2 switching."
Office Furniture,Office Chair,IKEA Markus,I089,CAT003,,,,,,PO203,Joe Meyer,US033,Klein-Morse,SUP043,4/5/2024,4/15/2024,14,302.06,4228.84,CC100,GL17200,USD,Bob Lee,1500000,1498624.5,Production,Employee,Canada,+1 6461256374,klein-morse@gmail.com,4.6,10,14,3.21,"The IKEA Markus is a budget-friendly office chair with a simple yet comfortable design. It features a mesh back, adjustable height, and a tilt mechanism for recline.","Specs: Mesh back, tilt mechanism, height adjustment, padded seat, fixed armrests."
Office Furniture,Conference Table,Flash Furniture 6-Foot Bi-Fold Table,I094,CAT016,,,,,,PO204,Ryan Green,US003,Martinez Inc,SUP056,3/16/2024,3/22/2024,3,94.69,284.07,CC80,GL15500,USD,John Doe,100000,99690.34,Maintenance,Employee,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,The Flash Furniture 6-Foot Bi-Fold Table is a versatile and portable conference table that can be easily stored or transported. It features a bi-fold design and a durable surface.,"Specs: Dimensions: 72"" L x 30"" W x 29.5"" H, bi-fold design, lightweight construction, carrying handle."
Office Furniture,Office Chair,HON Ignition 2.0,I084,CAT013,,,,,,PO205,Jesus Watkins,US044,Walters-Roberts,SUP053,1/25/2024,2/4/2024,3,71.57,214.71,CC96,GL16800,USD,Alice Johnson,1400000,1399717.82,Assembly,Department Head,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The HON Ignition 2.0 is a mesh office chair that combines comfort and style. It features a breathable mesh back, adjustable lumbar support, and synchro-tilt control for customized support.","Specs: Mesh back and seat, adjustable lumbar support, synchro-tilt mechanism, height adjustment, padded armrests."
Presentation Equipment,Projector,Sony VPL-VW295ES,I108,CAT002,,,,,,PO206,Elizabeth Hunter,US015,Sanders-Callahan,SUP042,4/15/2024,5/12/2024,2,74.96,149.92,CC85,GL15700,USD,Cathy Brown,900000,897725.7,Finance,Procurement Manager,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,"The Sony VPL-VW295ES is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,500 lumens, 3840x2160 resolution, HDR support, SXRD panel, HDMI/USB inputs."
Presentation Equipment,Projector,Anker Nebula Capsule II,I106,CAT003,,,,,,PO207,Zachary Ruiz,US004,Klein-Morse,SUP043,3/2/2024,3/30/2024,20,66.57,1331.4,CC93,GL16500,USD,Henry Hall,100000,77463.4,Marketing,Department Head,Canada,+1 6461256374,klein-morse@gmail.com,4.6,10,14,3.21,"The Anker Nebula Capsule II is a portable and compact projector perfect for outdoor and travel use. It features Android TV, a built-in battery, and a sleek design.","Specs: 200 ANSI lumens, 720p resolution, Android TV 9.0, 4-hour battery life, HDMI input."
Office Furniture,Conference Table,Regency Legacy Conference Table,I097,CAT016,,,,,,PO208,Karen Casey,US074,Martinez Inc,SUP056,1/24/2024,2/2/2024,17,248.77,4229.09,CC92,GL16400,USD,Henry Hall,1300000,1296719.85,Marketing,Department Head,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,The Regency Legacy Conference Table is a classic and elegant conference table designed for executive offices. It features a solid wood construction and a rich finish.,"Specs: Dimensions: 120"" L x 48"" W x 30"" H, solid wood construction, rich finish, cable management system."
Networking Devices,Switch,Netgear GS105NA,I133,CAT002,,,,,,PO209,Riley Nelson,US059,Sanders-Callahan,SUP042,2/23/2024,3/20/2024,1,125.51,125.51,CC87,GL15900,USD,Cathy Brown,600000,599915.01,Finance,Department Head,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,The Netgear GS105NA is an unmanaged Gigabit Ethernet switch designed for simple and affordable network expansion. It offers plug-and-play installation and reliable connectivity for small networks.,"Specs: 5 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play."
Computers & Electronics,Printer,Ricoh SP 3710DN,I131,CAT001,,,,,,PO210,Amy Burton,US040,Watkins and Sons,SUP041,1/15/2024,2/11/2024,19,248.08,4713.52,CC86,GL15800,USD,Cathy Brown,1600000,1588713.43,Finance,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.53,5,6,1.98,"The Ricoh SP 3710DN is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 35 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 500-sheet tray, automatic duplex printing."
Computers & Electronics,Printer,Lexmark MB3442adw,I127,CAT015,,,,,,PO211,Darren Jones,US066,"Martinez, Gordon and Allen",SUP055,5/9/2024,5/29/2024,2,81.11,162.22,CC98,GL17000,USD,Alice Johnson,1800000,1798900.94,Assembly,Department Head,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,"The Lexmark MB3442adw is a versatile all-in-one monochrome laser printer designed for small and medium businesses. It offers fast printing, scanning, copying, and faxing capabilities, along with wireless connectivity and duplex printing.","Specs: Up to 42 ppm, 1200x1200 dpi, wireless/Ethernet connectivity, 250-sheet tray, automatic duplex printing."
Computers & Electronics,Printer,HP LaserJet Pro M404dn,I122,CAT011,,,,,,PO212,Thomas Moore,US061,Gregory Ltd,SUP051,3/24/2024,4/2/2024,4,215.06,860.24,CC86,GL15800,USD,Cathy Brown,1600000,1597748.72,Finance,Procurement Manager,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The HP LaserJet Pro M404dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and convenient connectivity options.","Specs: Up to 40 ppm, 1200x1200 dpi, automatic duplex printing, Ethernet/USB connectivity, 250-sheet tray."
Presentation Equipment,Projector,LG HU80KA 4K UHD,I107,CAT004,,,,,,PO213,Ashley Matthews,US100,Andrews-Ferguson,SUP044,1/22/2024,2/13/2024,2,240.86,481.72,CC85,GL15700,USD,Cathy Brown,900000,897941.04,Finance,Employee,Australia,+61 7215765039,andrews-ferguson@gmail.com,4.41,8,10,1.64,"The LG HU80KA 4K UHD is a compact and versatile projector designed for home entertainment. It offers 4K resolution, HDR support, and a wide range of connectivity options.","Specs: 2,500 lumens, 3840x2160 resolution, HDR support, webOS smart platform, HDMI/USB inputs."
Networking Devices,Switch,HP ProCurve 1820-8G,I137,CAT003,,,,,,PO214,Summer Carroll,US020,Klein-Morse,SUP043,3/26/2024,4/21/2024,13,116.62,1516.06,CC104,GL17500,USD,Bob Lee,8000000,7998929.58,Production,Employee,Canada,+1 6461256374,klein-morse@gmail.com,4.6,10,14,3.21,"The HP ProCurve 1820-8G is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and reliable performance.","Specs: 8 Gigabit Ethernet ports, 4 PoE ports, 65W PoE budget, web-based management, Layer 2 switching."
Networking Devices,Switch,Zyxel GS1900-24E,I141,CAT014,,,,,,PO215,Tyler Mosley,US032,"Stone, Roberts and Peterson",SUP054,4/12/2024,5/6/2024,5,244.95,1224.75,CC87,GL15900,USD,Cathy Brown,600000,599530.3,Finance,Procurement Manager,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,"The Zyxel GS1900-24E is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and reliable performance.","Specs: 24 Gigabit Ethernet ports, 4 PoE ports, 192W PoE budget, web-based management, Layer 2 switching."
Presentation Equipment,Projector,JVC DLA-NX5,I110,CAT016,,,,,,PO216,Dominique Brown,US022,Martinez Inc,SUP056,2/18/2024,2/29/2024,4,295.03,1180.12,CC97,GL16900,USD,Alice Johnson,1100000,1095486.76,Assembly,Employee,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,"The JVC DLA-NX5 is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,800 lumens, 3840x2160 resolution, HDR support, 3D support, HDMI/USB inputs."
Computers & Electronics,Desktop Computer,Intel NUC 10 Performance Kit,I121,CAT014,,,,,,PO217,Kelly Roberts,US065,"Stone, Roberts and Peterson",SUP054,1/19/2024,1/28/2024,1,146.96,146.96,CC94,GL16600,USD,Henry Hall,170000,169467.47,Marketing,Employee,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,"The Intel NUC 10 Performance Kit is a compact and powerful mini PC designed for versatile computing tasks. It offers high performance in a small form factor, making it ideal for home or office use.","Specs: Intel Core i7 CPU, up to 64GB RAM, up to 2TB SSD, Intel Iris Plus Graphics, Windows 10."
Presentation Equipment,Projector,Sony VPL-VW295ES,I108,CAT010,,,,,,PO218,Dominique Brown,US022,Thompson-Lopez,SUP050,4/12/2024,4/24/2024,9,141.02,1269.18,CC97,GL16900,USD,Alice Johnson,1100000,1089765.65,Assembly,Employee,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,"The Sony VPL-VW295ES is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,500 lumens, 3840x2160 resolution, HDR support, SXRD panel, HDMI/USB inputs."
Networking Devices,Switch,Cisco Catalyst 2960-X Series,I132,CAT001,,,,,,PO219,Elijah Bates,US071,Watkins and Sons,SUP041,5/16/2024,5/22/2024,11,262.72,2889.92,CC99,GL17100,USD,Alice Johnson,7500000,7499083.59,Assembly,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.53,5,6,1.98,"The Cisco Catalyst 2960-X Series is a high-performance, enterprise-grade Ethernet switch designed for robust and secure network connectivity. It offers advanced features, scalability, and comprehensive security capabilities.","Specs: 24/48 Gigabit Ethernet ports, PoE+ support, stacking capability, IPv6 support, advanced QoS."
Office Furniture,Office Chair,Ergohuman High Back Swivel Chair,I086,CAT005,,,,,,PO220,Kelly Roberts,US065,"Adams, Martinez and Olson",SUP045,3/13/2024,3/14/2024,13,243.77,3169.01,CC92,GL16400,USD,Henry Hall,1300000,1298743.81,Marketing,Employee,Germany,+49 6170924663,adamsmartinezandolson@gmail.com,2.15,6,8,3.07,"The Ergohuman High Back Swivel Chair is an ergonomic office chair designed for superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, synchro-tilt mechanism, height adjustment, padded armrests."
Computers & Electronics,Printer,Samsung Xpress M2020W,I128,CAT012,,,,,,PO221,Matthew Willis,US085,Johnson and Sons,SUP052,5/11/2024,5/12/2024,20,78.83,1576.6,CC86,GL15800,USD,Cathy Brown,1600000,1589720.6,Finance,Procurement Manager,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The Samsung Xpress M2020W is a compact and affordable monochrome laser printer designed for home and small office use. It offers wireless connectivity, fast printing speeds, and high-quality output.","Specs: Up to 21 ppm, 1200x1200 dpi, wireless/USB connectivity, 150-sheet tray, manual duplex printing."
Presentation Equipment,Projector,Panasonic PT-VZ580U,I109,CAT002,,,,,,PO222,April Brown,US081,Sanders-Callahan,SUP042,5/29/2024,6/24/2024,17,182.07,3095.19,CC89,GL16100,USD,Grace Moore,8500000,8479804.34,Warehouse,Employee,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,"The Panasonic PT-VZ580U is a versatile WUXGA projector suitable for professional and educational applications. It offers high brightness, advanced connectivity, and long lamp life.","Specs: 5,000 lumens, 1920x1200 resolution, HDMI/VGA inputs, 20,000:1 contrast ratio, 5,000-hour lamp life."
Office Furniture,Office Chair,IKEA Markus,I089,CAT012,,,,,,PO223,Michael Richmond,US043,Johnson and Sons,SUP052,3/12/2024,3/24/2024,9,135.15,1216.35,CC92,GL16400,USD,Henry Hall,1300000,1299115.75,Marketing,Employee,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The IKEA Markus is a budget-friendly office chair with a simple yet comfortable design. It features a mesh back, adjustable height, and a tilt mechanism for recline.","Specs: Mesh back, tilt mechanism, height adjustment, padded seat, fixed armrests."
Office Furniture,Office Chair,Humanscale Freedom Chair,I087,CAT005,,,,,,PO224,Jesus Watkins,US044,"Adams, Martinez and Olson",SUP045,5/27/2024,6/22/2024,8,140.1,1120.8,CC96,GL16800,USD,Alice Johnson,1400000,1399263.84,Assembly,Department Head,Germany,+49 6170924663,adamsmartinezandolson@gmail.com,2.15,6,8,3.07,"The Humanscale Freedom Chair is a high-end ergonomic office chair that automatically adjusts to your body movements. It features a self-adjusting recline mechanism, adjustable armrests, and a pivoting backrest.","Specs: Self-adjusting recline, pivoting backrest, adjustable armrests, weight-sensitive recline, gel-based cushions."
Office Furniture,Conference Table,Regency Legacy Conference Table,I097,CAT010,,,,,,PO225,Jennifer Crosby,US072,Thompson-Lopez,SUP050,3/28/2024,4/12/2024,15,265.05,3975.75,CC100,GL17200,USD,Bob Lee,1500000,1497105.75,Production,Employee,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,The Regency Legacy Conference Table is a classic and elegant conference table designed for executive offices. It features a solid wood construction and a rich finish.,"Specs: Dimensions: 120"" L x 48"" W x 30"" H, solid wood construction, rich finish, cable management system."
Computers & Electronics,Printer,Epson EcoTank ET-4760,I125,CAT001,,,,,,PO226,Tony Hobbs,US062,Watkins and Sons,SUP041,2/27/2024,3/27/2024,3,135.67,407.01,CC86,GL15800,USD,Cathy Brown,1600000,1598275.63,Finance,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.53,5,6,1.98,"The Epson EcoTank ET-4760 is a cartridge-free all-in-one inkjet printer designed for high-volume printing with low operating costs. It offers versatile printing, scanning, copying, and faxing capabilities, along with wireless connectivity.","Specs: Up to 4800x1200 dpi, auto duplex printing, wireless/Ethernet connectivity, 250-sheet tray, 2 years of ink included."
Computers & Electronics,Desktop Computer,Lenovo ThinkCentre M920,I115,CAT003,,,,,,PO227,Shawn Zuniga,US095,Klein-Morse,SUP043,5/8/2024,5/24/2024,2,289.76,579.52,CC90,GL16200,USD,Grace Moore,1550000,1548947.22,Warehouse,Department Head,Canada,+1 6461256374,klein-morse@gmail.com,4.6,10,14,3.21,"The Lenovo ThinkCentre M920 is a powerful and reliable desktop computer designed for business and enterprise use. It offers high performance, robust security features, and manageability.","Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 3TB HDD/2TB SSD, Windows 10 Pro, TPM security."
Presentation Equipment,Projector,Anker Nebula Capsule II,I106,CAT007,,,,,,PO228,Raymond Johnson,US047,Moore-Williams,SUP047,5/11/2024,6/9/2024,8,206.89,1655.12,CC102,GL17300,USD,Bob Lee,1200000,1190985.36,Production,Procurement Manager,Brazil,+55 5886325218,moore-williams@gmail.com,2.52,6,10,4.67,"The Anker Nebula Capsule II is a portable and compact projector perfect for outdoor and travel use. It features Android TV, a built-in battery, and a sleek design.","Specs: 200 ANSI lumens, 720p resolution, Android TV 9.0, 4-hour battery life, HDMI input."
Networking Devices,Switch,Ubiquiti UniFi Switch 8,I135,CAT007,,,,,,PO229,Robert Dean,US090,Moore-Williams,SUP047,5/10/2024,5/12/2024,13,121.19,1575.47,CC99,GL17100,USD,Alice Johnson,7500000,7499323.61,Assembly,Procurement Manager,Brazil,+55 5886325218,moore-williams@gmail.com,2.52,6,10,4.67,"The Ubiquiti UniFi Switch 8 is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and seamless integration with the UniFi ecosystem.","Specs: 8 Gigabit Ethernet ports, 4 PoE ports, 124W PoE budget, UniFi controller management, Layer 2 switching."
Presentation Equipment,Projector,JVC DLA-NX5,I110,CAT015,,,,,,PO230,Alexis Mcgee,US070,"Martinez, Gordon and Allen",SUP055,5/7/2024,6/2/2024,9,209.13,1882.17,CC97,GL16900,USD,Alice Johnson,1100000,1089845.21,Assembly,Department Head,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,"The JVC DLA-NX5 is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,800 lumens, 3840x2160 resolution, HDR support, 3D support, HDMI/USB inputs."
